관리번호,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적정보,X좌표값,Y좌표값,영업장주변구분명,급수시설구분명,다중이용업소여부,시설총규모정보,카테고리
3760000-101-2024-00252,엄마밥상,20240814,"경기도 수원시 권선구 금곡로 116, 유동타워 111호 (금곡동)",경기도 수원시 권선구 금곡동 1085-4,16388.0,37.2739088811,126.9430625097,영업/정상,영업,,48.00,194878.343703135,419107.008243396,,,N,48.0,한식
3760000-101-2005-00074,엄마밥상,20050415,경기도 수원시 권선구 장다리로 45 (세류동),경기도 수원시 권선구 세류동 1096-10,16579.0,37.2546097185,127.0190733347,영업/정상,영업,031-221-7959,66.50,201618.431234357,416964.606736996,기타,상수도전용,N,66.5,한식
3770000-101-2002-00817,엄마밥상,20021105,경기도 수원시 팔달구 경수대로421번길 14-1 (인계동),경기도 수원시 팔달구 인계동 1011-4,16480.0,37.2642306056,127.0242789958,영업/정상,영업,031-233-0202,74.94,202083.062416305,418030.792749153,,상수도전용,N,74.94,한식
3770000-101-1998-00049,엄마밥집솥뚜껑,19980622,경기도 수원시 팔달구 장다리로 247 (인계동),경기도 수원시 팔달구 인계동 267-6,16472.0,37.271847762,127.026622254,영업/정상,영업,031-235-9255,43.92,202287.273323915,418879.50910571,,상수도전용,N,43.92,한식
3750000-101-2020-00132,엄마분식,20200924,"경기도 수원시 장안구 파장로22번길 25, 1층 (파장동)",경기도 수원시 장안구 파장동 604-17 신광슈퍼,16351.0,37.3055440281,126.9987197275,영업/정상,영업,031-213-8260,34.64,199816.623110068,422616.882526759,,상수도전용,N,34.64,분식
3770000-101-2011-00239,엄마손감자탕,20111014,경기도 수원시 팔달구 경수대로507번길 20 (인계동),"경기도 수원시 팔달구 인계동 961-11 ,1층",16481.0,37.2716423851,127.0271085422,영업/정상,영업,031-239-7001,41.69,202333.808079247,418856.823887729,,,N,41.69,한식
5610000-101-2004-00069,엄마손김밥,20040331,경기도 수원시 영통구 봉영로1482번길 17-1 (영통동),경기도 수원시 영통구 영통동 984-7,16695.0,37.2452922042,127.06652223,영업/정상,영업,031-202-3370,23.18,205829.571659122,415931.033913589,,,N,23.18,한식
3750000-101-2019-00095,엄마손꼬마김밥,20190603,"경기도 수원시 장안구 파장천로25번길 26, 1층 (파장동)",경기도 수원시 장안구 파장동 577-10,16348.0,37.3085690592,126.9936328486,영업/정상,영업,,65.94,199365.895403413,422954.726735783,,상수도전용,N,65.94,분식
5610000-101-2008-00141,엄마손맛,20080917,경기도 수원시 영통구 동수원로537번길 16-14 (원천동),경기도 수원시 영통구 원천동 78-52,16503.0,37.2748000323,127.04859899,영업/정상,영업,031-237-3675,26.22,204239.681213972,419207.000057281,,,N,26.22,한식
3750000-101-2002-00515,엄마손맛,20021210,경기도 수원시 장안구 창룡대로207번길 7 (연무동),경기도 수원시 장안구 연무동 245-14,16219.0,37.2930904731,127.032649335,영업/정상,영업,,32.00,202824.64986743,421235.332584152,,,N,32.0,기타
3770000-101-2016-00277,엄마손맛김밥,20161228,"경기도 수원시 팔달구 세지로 266, 1층 (인계동)",경기도 수원시 팔달구 인계동 743-31 1층,16472.0,37.2748290474,127.0237949666,영업/정상,영업,031-239-5933,29.14,202039.668968407,419208.981108046,,상수도전용,N,29.14,한식
3770000-101-2017-00209,엄마손맛집,20170919,"경기도 수원시 팔달구 갓매산로26번길 23, 1층 (매산로3가)",경기도 수원시 팔달구 매산로3가 94-16 1층,16460.0,37.2675684103,127.007295116,영업/정상,영업,,22.40,200575.465200174,418401.992610872,,,N,22.4,한식
5610000-101-2003-00746,엄마손맛푸드,20031127,"경기도 수원시 영통구 매원로11번길 12, 1층 (매탄동)",경기도 수원시 영통구 매탄동 205-28,16540.0,37.2671258564,127.0477312479,영업/정상,영업,031-214-3531,55.55,204163.617217758,418354.802844018,,,N,55.55,한식
3770000-101-2012-00183,엄마손백반,20120824,경기도 수원시 팔달구 팔달문로75번길 84 (지동),경기도 수원시 팔달구 지동 476-27,16248.0,37.283082256,127.0274092389,영업/정상,영업,031-252-7763,27.30,202360.10554103,420125.027544193,,,N,27.3,한식
3770000-101-2016-00053,엄마손백반셀프,20160331,"경기도 수원시 팔달구 효원로 27, 102호 (매산로3가)",경기도 수원시 팔달구 매산로3가 16-4,16457.0,37.2709571616,127.0093483731,영업/정상,영업,,45.90,200757.603754494,418777.385848159,,상수도전용,N,45.9,한식
3770000-101-2019-00004,엄마손부대찌개,20190104,경기도 수원시 팔달구 팔달로130번길 9 (화서동),경기도 수원시 팔달구 화서동 71-142,16440.0,37.2798987698,127.0049699627,영업/정상,영업,,28.80,200371.104132441,419772.477192144,,상수도전용,N,28.8,한식
3770000-101-2007-00159,엄마손뷔페,20070619,"경기도 수원시 팔달구 중부대로143번길 11 (우만동,외 1필지)",경기도 수원시 팔달구 우만동 561-13 외 1필지,16240.0,37.2788639243,127.0319928161,영업/정상,영업,,132.01,202766.344807741,419663.312559787,,상수도전용,Y,132.01,한식
3760000-101-1998-00170,엄마손치킨,19980126,경기도 수원시 권선구 상탑로 114 (서둔동),경기도 수원시 권선구 서둔동 200-46,16615.0,37.2708923655,126.9835198852,영업/정상,영업,031-297-7706,10.80,198466.372930877,418771.281316703,주택가주변,상수도전용,N,10.8,치킨
3750000-101-2015-00072,엄마손통닭,20150430,경기도 수원시 장안구 팔달로199번길 8 (영화동),경기도 수원시 장안구 영화동 443-14,16272.0,37.2861485013,127.0078734395,영업/정상,영업,031-253-9288,18.60,200629.812571261,420465.062616866,,,N,18.6,치킨
5610000-101-2024-00390,엄마의 식탁,20241202,"경기도 수원시 영통구 신원로 150, 1층 101호 (신동)",경기도 수원시 영통구 신동 340-25,16679.0,37.24977403,127.0572841634,영업/정상,영업,,40.24,205008.932108144,416427.855947871,,,N,40.24,한식
3750000-101-2010-00090,엄마집밥,20100514,"경기도 수원시 장안구 경수대로1081번길 20, 1층 (파장동)",경기도 수원시 장안구 파장동 575-25 1층,16348.0,37.3086402021,126.9934066788,영업/정상,영업,,22.77,199344.5882766,422960.863854327,,,N,22.77,기타
3770000-101-2016-00161,엄마칼국수,20160817,"경기도 수원시 팔달구 중부대로3번길 28, 1층 (팔달로3가)",경기도 수원시 팔달구 팔달로3가 27-19,16262.0,37.2764617128,127.0174002918,영업/정상,영업,,70.00,201471.840246343,419389.859194557,,상수도전용,N,70.0,분식
3760000-101-2024-00011,엄마홍두깨칼국수,20240112,"경기도 수원시 권선구 세권로181번길 30-1, 1층 (권선동)",경기도 수원시 권선구 권선동 1053-14,16566.0,37.2570399655,127.0248993427,영업/정상,영업,,98.57,202138.523612357,417234.784587956,,,N,98.57,한식
3760000-101-2013-00130,엄지가마솥통닭,20130830,"경기도 수원시 권선구 세권로316번길 15, 106호 (권선동)",경기도 수원시 권선구 권선동 1303 106호,16552.0,37.2510989968,127.0383777167,영업/정상,영업,031-235-9911,33.00,203337.182726382,416540.922866078,아파트지역,상수도전용,N,33.0,치킨
3750000-101-1989-00068,엄지갈비,19891229,경기도 수원시 장안구 수성로 349 (정자동),경기도 수원시 장안구 정자동 5-9,16311.0,37.2931432115,127.0100279333,영업/정상,영업,031-245-0092,19.92,200815.8652043,421242.187455194,,상수도전용,N,19.92,한식
5610000-101-2004-00170,엄지민물매운탕,20040723,"경기도 수원시 영통구 영통로217번길 11, 1층 (영통동)",경기도 수원시 영통구 영통동 978-5,16698.0,37.2466609418,127.0564116182,영업/정상,영업,031-203-2581,139.05,204933.158962535,416084.856891641,,,N,139.05,한식
3760000-101-2015-00246,엄지식탁,20150924,"경기도 수원시 권선구 금곡로 206, 119호 (금곡동, 호매실우성메디피아2)",경기도 수원시 권선구 금곡동 1117 호매실우성메디피아2 119호,16393.0,37.2740336206,126.9543635944,영업/정상,영업,031-246-3076,33.60,195855.18558575,419113.050155058,기타,상수도전용,N,33.6,한식
3760000-101-1992-00113,엄지척,19920715,"경기도 수원시 권선구 권선로640번길 30, 1층 (권선동)",경기도 수원시 권선구 권선동 983-14,16564.0,37.2593205523,127.0204417685,영업/정상,영업,031-221-8430,31.32,201739.052575193,417485.656434154,주택가주변,상수도전용,N,31.32,한식
3750000-101-2024-00269,업타운팬케이크하우스,20241029,"경기도 수원시 장안구 정자천로 179, 1층 102호 (정자동)",경기도 수원시 장안구 정자동 874-5,16334.0,37.2961182664,126.9951266665,영업/정상,영업,,48.75,199496.626855085,421573.284189843,,상수도전용,N,48.75,기타
3750000-101-2002-00193,업텐브로피자 성대점,20020514,"경기도 수원시 장안구 서부로2126번길 18, B동 1층 102호 (율전동)",경기도 수원시 장안구 율전동 290-14,16417.0,37.2979124631,126.9724922054,영업/정상,영업,031-296-9582,43.56,197505.396222732,421759.84532664,주택가주변,상수도전용,N,43.56,치킨
3750000-101-2020-00180,엉클돈까스,20201209,"경기도 수원시 장안구 정자천로173번길 11-10, 뱅뱅프라자 2층 201호 (정자동)",경기도 수원시 장안구 정자동 876-5 뱅뱅프라자 201호,16334.0,37.295744179,126.9940685921,영업/정상,영업,,105.91,199403.27123928,421530.537176168,,상수도전용,Y,105.91,양식
3750000-101-2025-00180,엉클샵(Uncle Shop),20250915,"경기도 수원시 장안구 수성로245번길 46, 1,2층 (정자동)",경기도 수원시 장안구 정자동 44-51,16317.0,37.291362913,126.9981820356,영업/정상,영업,031-256-7576,198.86,199769.400422222,421042.580415505,,,Y,198.86,양식
3770000-101-2013-00123,엉클수육,20130528,"경기도 수원시 팔달구 아주로27번길 14, 2층 (우만동)",경기도 수원시 팔달구 우만동 73-1,16497.0,37.2773297117,127.0430566935,영업/정상,영업,031-214-9933,153.62,203746.574622766,419490.664037876,,,Y,153.62,기타
5610000-101-2013-00242,엉클스보라카이 광교본점,20130930,"경기도 수원시 영통구 법조로149번길 171-1, 1층 (하동)",경기도 수원시 영통구 하동 972-3,16512.0,37.2928628011,127.0700854241,영업/정상,영업,031-217-8858,132.00,206144.663535949,421210.443899891,,상수도전용,N,132.0,기타
3760000-101-2019-00183,엉클스치킨&캐빈,20190703,"경기도 수원시 권선구 서수원로47번길 11, 그린메디프라자 2층 201호 (오목천동)",경기도 수원시 권선구 오목천동 1182-1 그린메디프라자 201호,16640.0,37.2336488922,126.9778442248,영업/정상,영업,031-292-8988,110.32,197964.896,414637.547,,,Y,110.32,기타
3760000-101-2022-00085,엉클식당,20220415,"경기도 수원시 권선구 곡반정로 8, 제1동 2층 (곡반정동)",경기도 수원시 권선구 곡반정동 401-2,16668.0,37.2315077832,127.0237519085,영업/정상,영업,,140.00,202031.51681604,414391.666905154,,상수도전용,Y,140.0,한식
3750000-101-2019-00110,에가오카츠야,20190709,"경기도 수원시 장안구 파장로 4, 1층 (송죽동)",경기도 수원시 장안구 송죽동 444-15,16300.0,37.3037819895,126.999825963,영업/정상,영업,,23.11,199914.662034704,422420.964127035,,상수도전용,N,23.11,일식
3770000-101-2013-00192,에고테라 아주대점,20130904,"경기도 수원시 팔달구 중부대로239번길 21-6, 101호 (우만동)",경기도 수원시 팔달구 우만동 89-37 101호,16497.0,37.2765694652,127.0422604184,영업/정상,영업,031-231-5475,66.12,203676.861598656,419401.667722833,,상수도전용,N,66.12,카페
3750000-101-2023-00005,에곤장작누룽지통닭,20230117,"경기도 수원시 장안구 연무로42번길 36, 1층 일부호 (연무동)",경기도 수원시 장안구 연무동 218,16216.0,37.2963441267,127.0280145353,영업/정상,영업,,76.68,202414.082432643,421596.792460856,,상수도전용,N,76.68,치킨
3760000-101-2000-00417,에그,20001031,경기도 수원시 권선구 동수원로242번길 37 (권선동),경기도 수원시 권선구 권선동 1291-9,16553.0,37.2507586613,127.0366320106,영업/정상,영업,031-221-0852,50.75,203178.329837314,416537.484982103,기타,상수도전용,N,50.75,기타
3760000-101-2020-00280,에그2000수원탑동점,20201007,"경기도 수원시 권선구 탑동로 60, 1층 (탑동)",경기도 수원시 권선구 탑동 757-6,16604.0,37.2741948618,126.9740563967,영업/정상,영업,,32.14,197627.383143807,419139.577796186,,,N,32.14,양식
3770000-101-2020-00348,에그궁,20201221,"경기도 수원시 팔달구 화서문로17번길 6-4, 서연재 1층 (장안동)",경기도 수원시 팔달구 장안동 322-27 서연재,16250.0,37.2854192999,127.0102697969,영업/정상,영업,,30.60,200840.940013119,420384.192445126,,상수도전용,N,30.6,기타
3770000-101-2023-00192,에낭 수원점,20230531,"경기도 수원시 팔달구 화서문로45번길 29-12, 1층 (장안동)",경기도 수원시 팔달구 장안동 91-1,16250.0,37.2865616385,127.0118643447,영업/정상,영업,,62.12,200979.771606043,420508.409781755,,상수도전용,N,62.12,기타
5610000-101-2022-00251,에덴베이커리,20220729,"경기도 수원시 영통구 봉영로 1540, 지하1층,2층,1층 101 일부호, 102호 (영통동, 살구마을아파트)",경기도 수원시 영통구 영통동 988-2 살구마을아파트,16701.0,37.2489568868,127.0703688235,영업/정상,영업,,579.87,206158.33690702,416220.435205827,,,Y,579.87,기타
3760000-101-2016-00013,에덴출장부페,20160112,"경기도 수원시 권선구 수인로341번길 143, 가동 1층 일부호 (입북동)",경기도 수원시 권선구 입북동 796-1,16372.0,37.2832281669,126.9603437397,영업/정상,영업,031-278-7798,98.31,196424.682326597,420144.238527055,기타,,N,98.31,기타
3750000-101-2014-00177,에덴커피숍,20141117,경기도 수원시 장안구 수성로350번길 4 (영화동),경기도 수원시 장안구 영화동 448-1,16271.0,37.2928105001,127.0102218898,영업/정상,영업,,70.13,200838.539507241,421200.140942152,,,N,70.13,기타
3760000-101-1999-00198,에덴호프,19990108,경기도 수원시 권선구 정조로 558 (세류동),경기도 수원시 권선구 세류동 524-25,16577.0,37.2588463654,127.0124830631,영업/정상,영업,031-222-1141,30.42,201037.07651916,417434.436409024,기타,상수도전용,N,30.42,치킨
3760000-101-2024-00115,에디슨바이댄 수원점,20240422,"경기도 수원시 권선구 세화로 134, 롯데몰 수원점 3층 일부호 (서둔동)",경기도 수원시 권선구 서둔동 381 롯데몰 수원점,16621.0,37.2641013965,126.9973705173,영업/정상,영업,,35.37,199673.378589066,418025.547756245,,,N,35.37,기타
3760000-101-2014-00292,에뚜알,20141208,"경기도 수원시 권선구 칠보로 200 (호매실동, 지하1층)",경기도 수원시 권선구 호매실동 1374 지하1층,16402.0,37.2668100941,126.9614985369,영업/정상,영업,031-232-3333,19.75,196502.553472977,418330.659651231,기타,상수도전용,N,19.75,기타
3770000-101-2017-00159,에버닌(Eburnean),20170714,"경기도 수원시 팔달구 화서문로31번길 9-5, 1층 (장안동)",경기도 수원시 팔달구 장안동 322-3 1층,16250.0,37.2853676435,127.0108567523,영업/정상,영업,,55.56,200889.548303794,420377.949173147,,상수도전용,N,55.56,기타
5610000-101-2010-00054,에베레스트,20100325,"경기도 수원시 영통구 청명남로 50 (영통동,2층)",경기도 수원시 영통구 영통동 1038-1 2층,16705.0,37.2538119526,127.0769154461,영업/정상,영업,031-203-0045,135.39,206753.326982514,416877.716002971,,,Y,135.39,한식
3770000-101-2024-00054,에서(ESEO),20240226,"경기도 수원시 팔달구 창룡대로38번길 6, 1층 (남수동)",경기도 수원시 팔달구 남수동 11-233,16256.0,37.2823083658,127.0210066316,영업/정상,영업,,61.42,201791.169486782,420038.359132154,,상수도전용,N,61.42,기타
5610000-101-2011-00015,에스,20110211,"경기도 수원시 영통구 효원로 393 (매탄동,외1필지 밀레니엄프라자 407호 일부)",경기도 수원시 영통구 매탄동 1267-5 외1필지 밀레니엄프라자 407호 일부,16545.0,37.2591188639,127.0447004326,영업/정상,영업,031-212-1993,51.48,203881.964444371,417467.082644757,,,N,51.48,기타
3770000-101-2015-00217,에스,20150922,"경기도 수원시 팔달구 정조로758번길 9, 1~2층 (팔달로3가)",경기도 수원시 팔달구 팔달로3가 28-5,16262.0,37.2758306167,127.0173704814,영업/정상,영업,,285.29,201472.093119006,419317.433601484,,상수도전용,Y,285.29,기타
3770000-101-1994-00004,에스라이브카페,19940125,경기도 수원시 팔달구 세지로198번길 43 (인계동),경기도 수원시 팔달구 인계동 976-2,16476.0,37.2683272223,127.0253472516,영업/정상,영업,031-222-0889,72.42,202176.887751716,418488.907872056,,,Y,72.42,카페
3760000-101-2024-00405,에스비 푸드,20240305,"경기도 수원시 권선구 세지로66번길 23, 101호 (권선동)",경기도 수원시 권선구 권선동 997-16,16564.0,37.2576363122,127.0185579043,영업/정상,영업,,27.00,201574.832697095,417300.389037752,,,N,27.0,기타
5610000-101-2011-00063,에스에스푸드,20110412,"경기도 수원시 영통구 태장로 62, 101호 (망포동,동원프라자)",경기도 수원시 영통구 망포동 651-1 동원프라자 101호,16687.0,37.2389684775,127.0530744198,영업/정상,영업,,12.87,204636.863509082,415224.258948661,,,N,12.87,분식
3760000-101-2021-00071,에스에이치 푸드,20210219,"경기도 수원시 권선구 권선로694번길 25, 223동 1층 103호 일부호 (권선동, 수원시청역 SK VIEW)",경기도 수원시 권선구 권선동 1036 수원시청역 SK VIEW,16567.0,37.2582744557,127.0270455214,영업/정상,영업,,17.21,202414.202147771,417270.757130736,,상수도전용,N,17.21,한식
3750000-101-2021-00162,에스에이치(SH)푸드,20211015,"경기도 수원시 장안구 서부로2136번길 27, 1층 (율전동)",경기도 수원시 장안구 율전동 265-14,16417.0,37.2986571531,126.9737394325,영업/정상,영업,031-293-7469,20.70,197603.004257471,421860.836677137,,상수도전용,N,20.7,한식
3760000-101-2022-00239,에스엔엠(SNM-SELERA NJONJA MEDAN),20220927,"경기도 수원시 권선구 일월천로15번길 5-14, 1층 (구운동)",경기도 수원시 권선구 구운동 901-6,16412.0,37.2833722133,126.9723004092,영업/정상,영업,031-295-1253,46.02,197472.054799759,420157.295006666,,,N,46.02,분식
5610000-101-2024-00113,에스와이컨벤션(SY컨벤션),20240408,"경기도 수원시 영통구 봉영로 1612, 보보스프라자 9층 901호 (영통동)",경기도 수원시 영통구 영통동 996-4 보보스프라자,16704.0,37.2545081228,127.074983256,영업/정상,영업,031-206-6660,"1,110.00",206586.493721295,416951.858130707,,,Y,1110.0,기타
5610000-101-2024-00114,에스와이컨벤션(SY컨벤션),20240408,"경기도 수원시 영통구 봉영로 1612, 보보스프라자 10층 1001호 (영통동)",경기도 수원시 영통구 영통동 996-4 보보스프라자,16704.0,37.2545081228,127.074983256,영업/정상,영업,031-206-6660,200.81,206586.493721295,416951.858130707,,,Y,200.81,기타
3770000-101-2022-00075,에스와인펍앤바(S),20220331,"경기도 수원시 팔달구 향교로 16-1, 2층 (매산로1가)",경기도 수원시 팔달구 매산로1가 39-8,16455.0,37.2679378481,127.0029504623,영업/정상,영업,,214.59,200193.060983349,418441.775280014,,상수도전용,Y,214.59,기타
5610000-101-2009-00192,에스윈,20091112,"경기도 수원시 영통구 청명남로 39 (영통동,럭셔리프라자 902호)",경기도 수원시 영통구 영통동 998-9 럭셔리프라자 902호,16704.0,37.2532216172,127.0756783434,영업/정상,영업,,74.97,206644.07883035,416812.834725723,,,N,74.97,카페
3750000-101-2021-00111,에스쿱(esquep),20210705,"경기도 수원시 장안구 덕영대로445번길 37, 102호 (율전동)",경기도 수원시 장안구 율전동 99-63,16357.0,37.3024803904,126.972020237,영업/정상,영업,,70.00,197449.4499789,422276.142831069,,상수도전용,N,70.0,양식
3750000-101-2010-00177,에스호프,20101015,"경기도 수원시 장안구 서부로2123번길 10, 1층 (율전동, 지하)",경기도 수원시 장안구 율전동 292 지하1층,16360.0,37.2983734128,126.9707513904,영업/정상,영업,,131.76,197335.511141077,421821.349511263,,,Y,131.76,치킨
3760000-101-2020-00088,에시앙,20200403,"경기도 수원시 권선구 동수원로146번길 107, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 506-8,16667.0,37.2457559295,127.0343399375,영업/정상,영업,031-233-2794,12.87,202974.372688044,415980.284194494,,상수도전용,N,12.87,한식
3770000-101-2025-00088,에어홀피자,20250407,"경기도 수원시 팔달구 정조로 848-1, 정월재 Building 1층 (북수동)",경기도 수원시 팔달구 북수동 339-1 정월재 Building,16253.0,37.2838130099,127.0164057538,영업/정상,영업,,46.37,201388.127997739,420207.262824221,,,N,46.37,양식
3750000-101-2024-00060,에이븐하우스,20240126,"경기도 수원시 장안구 수성로 175, 6층 6236호 (정자동)",경기도 수원시 장안구 정자동 111-14,16318.0,37.2874406644,126.9915632992,영업/정상,영업,,184.24,199161.380909543,420620.351156652,,상수도전용,Y,184.24,기타
5610000-101-2020-00307,에이블 커피(Able COFFEE),20200727,"경기도 수원시 영통구 영통로213번길 16, 망포프라자 101호 (영통동)",경기도 수원시 영통구 영통동 978-11 망포프라자,16698.0,37.2464967496,127.0558939128,영업/정상,영업,,20.90,204898.677590868,416065.939204849,,,N,20.9,기타
5610000-101-2022-00394,에이블리,20221114,"경기도 수원시 영통구 청명북로 94, 1층 (영통동)",경기도 수원시 영통구 영통동 1051-10,16710.0,37.259700827,127.0802206103,영업/정상,영업,031-205-1005,118.79,207042.820819493,417532.742440024,,,N,118.79,기타
3760000-101-2002-00023,에이스,20020116,경기도 수원시 권선구 세권로137번길 15 (권선동),경기도 수원시 권선구 권선동 995-10,16564.0,37.2576855033,127.0195725249,영업/정상,영업,031-225-7987,25.84,201664.739380299,417306.653940551,주택가주변,상수도전용,N,25.84,한식
3760000-101-2006-00166,에이스돈숯돌생고기,20060914,경기도 수원시 권선구 노림로 25-9 (호매실동),경기도 수원시 권선구 호매실동 403-1,16399.0,37.2681808255,126.9537629509,영업/정상,영업,031-227-5988,137.61,195827.369027124,418469.950878402,기타,상수도전용,N,137.61,한식
3770000-101-2010-00071,에이스커피숍,20100329,"경기도 수원시 팔달구 정조로 787-2, 지하1층 (팔달로2가)",경기도 수원시 팔달구 팔달로2가 84-3,16261.0,37.2784682206,127.0165189109,영업/정상,영업,031-251-1236,62.47,201395.321230002,419609.943717103,,,N,62.47,카페
5610000-101-2023-00240,에이치에이치푸드(HH food),20230619,"경기도 수원시 영통구 매봉로27번길 8-11, 1층 일부호 (매탄동)",경기도 수원시 영통구 매탄동 1207-3 1층일부호,16525.0,37.2708473545,127.0521416419,영업/정상,영업,,50.00,204551.984138474,418766.684397166,,,N,50.0,기타
3760000-101-2024-00026,에이티씨 ATC(Addicted to coffee),20240129,"경기도 수원시 권선구 고색로 53, 라인하우스 1층 (고색동)",경기도 수원시 권선구 고색동 51-3 라인하우스,16649.0,37.2503646573,126.9828368923,영업/정상,영업,,67.31,198406.620138708,416493.116332748,,,N,67.31,기타
5610000-101-2021-00161,에이프런(Apron),20210507,"경기도 수원시 영통구 센트럴파크로127번길 138, 1층 (이의동)",경기도 수원시 영통구 이의동 1319-4,16506.0,37.293852556,127.0549725843,영업/정상,영업,,97.20,204804.531514744,421322.862434648,,상수도전용,N,97.2,기타
3750000-101-2005-00237,에이플러스,20051025,"경기도 수원시 장안구 정자천로173번길 11-13, 4층 (정자동, 정자프라자)",경기도 수원시 장안구 정자동 878-10 정자프라자 4층,16334.0,37.2953389515,126.9941615672,영업/정상,영업,031-245-8070,239.58,199412.331626842,421483.486572244,,상수도전용,Y,239.58,기타
3770000-101-2025-00217,에조치,20250813,"경기도 수원시 팔달구 정조로892번길 28, 1층 (북수동)",경기도 수원시 팔달구 북수동 21-16,16253.0,37.2878251999,127.0166508346,영업/정상,영업,,41.30,201402.529504009,420648.905352992,,,N,41.3,일식
3760000-101-2020-00109,에프앤비푸드,20200507,"경기도 수원시 권선구 매송고색로 636-1, 2층 (고색동)",경기도 수원시 권선구 고색동 492,16641.0,37.2479106044,126.974137653,영업/정상,영업,,443.50,197622.961289192,416226.243069793,,상수도전용,Y,443.5,한식
3770000-101-2013-00283,엑스에이크,20131211,경기도 수원시 팔달구 수원천로 316 (남수동),경기도 수원시 팔달구 남수동 71-1,16256.0,37.2816043817,127.0185632011,영업/정상,영업,,16.20,201575.995032261,419960.584900906,,상수도전용,N,16.2,양식
5610000-101-2019-00068,엔에스 커피빈 경희대점,20190311,"경기도 수원시 영통구 매영로425번길 2, 1층 (영통동)",경기도 수원시 영통구 영통동 1019-4 1층,16705.0,37.2488497334,127.0781722483,영업/정상,영업,,100.89,206864.742117466,416328.705309766,,,N,100.89,기타
5610000-101-2020-00194,엔제리너스 롯데아울렛 광교점,20200506,"경기도 수원시 영통구 도청로 10, 롯데아울렛 광교점 3층 (이의동)",경기도 수원시 영통구 이의동 1338 광교센트럴푸르지오시티,16508.0,37.2865820892,127.0559743208,영업/정상,영업,,242.00,204888.855554772,420476.391558834,,,Y,242.0,기타
3750000-101-2017-00095,엔젤,20170703,"경기도 수원시 장안구 정자천로173번길 11-13, 2층 (정자동, 정자프라자)",경기도 수원시 장안구 정자동 878-10 정자프라자,16334.0,37.2953389515,126.9941615672,영업/정상,영업,,149.79,199412.331626842,421483.486572244,,,Y,149.79,치킨
3750000-101-2000-00473,엔조이락,20001230,"경기도 수원시 장안구 영화로26번길 21 (영화동,103호, 110호)","경기도 수원시 장안구 영화동 356-1 103호, 110호",16271.0,37.2901348911,127.0105889724,영업/정상,영업,031-256-2193,43.19,200867.310830684,420908.286805817,기타,상수도전용,N,43.19,기타
3750000-101-2001-00044,엔조이락,20010323,경기도 수원시 장안구 파장로21번길 6 (파장동),경기도 수원시 장안구 파장동 461-40,16351.0,37.3043052396,126.9978026634,영업/정상,영업,031-258-2179,24.90,199733.057525151,422480.039705388,주택가주변,상수도전용,N,24.9,기타
3770000-101-1999-60074,엔조이락,19991001,경기도 수원시 팔달구 갓매산로 61 (매산로2가),경기도 수원시 팔달구 매산로2가 14-1,16455.0,37.2696101562,127.0040786295,영업/정상,영업,031-255-5213,18.48,200289.649785869,418628.534526308,유흥업소밀집지역,상수도전용,N,18.48,치킨
3760000-101-2002-00212,엔조이락,20020425,경기도 수원시 권선구 세지로12번길 33-30 (세류동),경기도 수원시 권선구 세류동 1107,16589.0,37.2539629538,127.0174085263,영업/정상,영업,031-226-7800,27.30,201472.319643438,416889.837364008,기타,상수도전용,N,27.3,치킨
3750000-101-2021-00004,엔조이락호프,20210108,"경기도 수원시 장안구 장안로 272-9, 1층 (정자동)",경기도 수원시 장안구 정자동 537-2,16337.0,37.3065053941,126.9916493636,영업/정상,영업,,25.74,199189.53046811,422720.998967722,,상수도전용,N,25.74,기타
5610000-101-2024-00111,엔조희커피(ENJOHEE COFFEE),20240408,"경기도 수원시 영통구 반달로 52, 1층 (영통동)",경기도 수원시 영통구 영통동 1014-3,16705.0,37.2497481383,127.0773328248,영업/정상,영업,,81.36,206787.490281472,416426.997206364,,,N,81.36,기타
3770000-101-2023-00220,엘,20230621,"경기도 수원시 팔달구 경수대로446번길 53, 광봉빌딩 2층 (인계동)",경기도 수원시 팔달구 인계동 1032-15 광봉빌딩,16489.0,37.2654235245,127.0295609664,영업/정상,영업,031-222-8452,246.85,202549.881860612,418161.486195889,,상수도전용,Y,246.85,기타
3770000-101-2022-00092,엘라이아,20220413,"경기도 수원시 팔달구 팔달문로 133, 1층 101호 (우만동, 조이빌라)",경기도 수원시 팔달구 우만동 527-33 조이빌라,16239.0,37.2824637314,127.0305378717,영업/정상,영업,,67.45,202637.41312242,420056.511722753,,상수도전용,N,67.45,기타
3770000-101-2010-00072,엘루이 피자,20100330,"경기도 수원시 팔달구 효원로265번길 40, 2층 (인계동)",경기도 수원시 팔달구 인계동 1113-9,16490.0,37.263791165,127.0316237082,영업/정상,영업,031-235-5501,57.23,202740.011596933,417981.581602172,,상수도전용,N,57.23,기타
3770000-101-2008-00283,엘리,20081128,"경기도 수원시 팔달구 경수대로446번길 42, 2층 (인계동)",경기도 수원시 팔달구 인계동 1031,16490.0,37.2652670619,127.0287499111,영업/정상,영업,031-224-7728,174.75,202478.060863465,418148.53481663,,,Y,174.75,치킨
